epoch;loss;lr;yolo_layer_1_loss;yolo_layer_2_loss;yolo_layer_3_loss
0;526.9080657958984;1e-04;52.87567;148.13052;325.9019
1;353.46273040771484;1e-04;30.767813;93.44504;229.24988
2;339.51944732666016;1e-04;30.247791;89.99192;219.27975
3;58.57391548156738;1e-04;8.535546;12.883232;37.155136
4;56.744102478027344;1e-04;8.24858;12.203129;36.292393
5;47.0639591217041;1e-04;6.5614204;9.919052;30.583488
6;42.61047649383545;1e-04;5.752589;8.675561;28.182327
7;46.95581912994385;1e-04;6.4228044;9.2420225;31.290993
8;43.494585037231445;1e-04;5.743207;8.355038;29.396343
9;34.90401744842529;1e-05;4.2568884;6.4156704;24.231459
10;36.14766263961792;1e-05;4.549906;6.470089;25.127668
11;46.54061508178711;1e-05;6.012911;8.645735;31.881968
12;39.54586887359619;1e-06;5.100999;7.4333043;27.011566
13;33.93114376068115;1e-06;4.2871428;6.1467233;23.497278
14;33.75269556045532;1e-06;4.0763783;6.115443;23.560875
15;35.1363320350647;1e-06;4.2246976;6.239863;24.671772
16;46.49843120574951;1e-06;6.0423207;8.664694;31.791416
17;46.135390281677246;1e-07;5.9600725;8.590807;31.58451
18;41.02120494842529;1e-07;5.1268973;7.5478635;28.346443
19;40.27060794830322;1e-08;5.1056867;7.50599;27.658932
20;41.09749412536621;1e-08;5.2277036;7.57242;28.29737
21;42.20865440368652;1e-09;5.1899095;7.5813394;29.437407
0;47.26700210571289;1e-04;6.286945;8.649883;32.330173
1;30.178436279296875;1e-04;3.4711475;5.4725695;21.234718
2;43.36479568481445;1e-04;5.490897;8.000164;29.873734
3;32.90359878540039;1e-04;3.8611374;5.9670696;23.075392
4;30.96129608154297;1e-05;3.7237582;5.5292006;21.708338
5;38.78573226928711;1e-05;4.754621;6.791971;27.23914
6;32.91266632080078;1e-06;3.9545803;5.8867316;23.071356
7;41.46521759033203;1e-06;4.9976974;7.5598125;28.907705
8;44.77800750732422;1e-07;5.6172447;8.229971;30.93079
0;39.755836486816406;1e-04;4.957851;7.4577107;27.340275
1;29.313880920410156;1e-04;3.6849964;5.155616;20.473269
2;45.8243293762207;1e-04;6.1513224;8.138103;31.534904
3;36.36638641357422;1e-04;4.5350447;6.8765492;24.954794
4;35.65765380859375;1e-05;4.321159;6.2841616;25.052336
5;40.39638900756836;1e-05;4.99673;7.1407304;28.258928
6;31.479570388793945;1e-06;3.5956633;5.4608054;22.423101
7;40.855224609375;1e-06;5.098555;7.1169977;28.639671
8;27.67174530029297;1e-07;3.4174538;4.97874;19.27555
9;38.78598403930664;1e-07;4.640341;6.800563;27.34508
10;31.752511978149414;1e-07;3.9691393;5.8035407;21.979832
11;41.57541275024414;1e-08;4.997548;7.4106493;29.167215
12;41.21870040893555;1e-08;5.0742664;7.3571167;28.787317
13;37.44914245605469;1e-09;4.3790965;6.542955;26.52709
14;37.8187255859375;1e-09;4.835882;6.548768;26.434076
15;31.06456184387207;9.9999994e-11;3.5889513;5.577013;21.898598
0;36.518912887573244;1e-04;4.497255;6.5809336;25.440723
1;30.991609191894533;1e-04;3.4130177;5.4223337;22.15626
2;29.99402961730957;1e-04;3.2419007;4.943106;21.809023
3;26.980104064941408;1e-04;2.688352;4.264899;20.026854
4;22.0445068359375;1e-04;1.9038388;3.2189765;16.921692
5;23.33849105834961;1e-04;2.0491052;3.4477553;17.84163
6;20.219419860839842;1e-04;1.6168125;2.8870924;15.715515
7;19.3139741897583;1e-04;1.4829282;2.7210095;15.110037
8;15.876174354553223;1e-04;1.0034231;2.0541227;12.818628
9;14.866840362548828;1e-04;0.95897245;1.9291446;11.978724
10;12.45958595275879;1e-04;0.6810871;1.4841266;10.294373
11;12.68306007385254;1e-04;0.7050635;1.5612983;10.4166975
12;10.061073112487794;1e-04;0.4782284;1.1108401;8.472005
13;9.069448280334473;1e-04;0.36339924;0.9340919;7.7719574
14;9.067773246765137;1e-04;0.39878207;0.93101406;7.7379775
15;8.596365165710449;1e-04;0.32079738;0.8236216;7.4519463
16;8.343803691864014;1e-04;0.33370084;0.7989131;7.2111893
17;7.4809449195861815;1e-04;0.25854367;0.66791594;6.5544853
18;6.5998838424682615;1e-04;0.20015721;0.5380476;5.861678
19;6.719436931610107;1e-04;0.17660634;0.4728566;6.069974
20;5.797414016723633;1e-04;0.15024695;0.3996288;5.2475386
21;6.08282060623169;1e-04;0.122553274;0.34994975;5.6103177
22;5.656690692901611;1e-04;0.13267484;0.3547278;5.169288
23;5.79021692276001;1e-04;0.1188136;0.31858438;5.352819
24;5.624042510986328;1e-04;0.09957441;0.2748127;5.2496557
25;4.910867309570312;1e-04;0.0779001;0.21864554;4.6143217
26;4.69825382232666;1e-04;0.069717474;0.20086288;4.427674
27;5.001659965515136;1e-04;0.0896093;0.24193218;4.6701183
28;5.675780010223389;1e-04;0.102887295;0.2688269;5.3040657
29;4.718012714385987;1e-05;0.07967827;0.22372994;4.4146047
30;4.6371996879577635;1e-05;0.08131924;0.23031875;4.3255615
31;4.298754358291626;1e-05;0.07780103;0.21912655;4.0018263
32;4.049228858947754;1e-05;0.06532321;0.19150892;3.7923965
33;4.309995222091675;1e-05;0.07719135;0.21987717;4.0129266
34;4.362691259384155;1e-05;0.07257818;0.20698671;4.0831265
35;3.7741318225860594;1e-06;0.06914788;0.19946028;3.5055237
36;4.262881088256836;1e-06;0.072446;0.20829277;3.9821422
37;4.250998592376709;1e-06;0.061771207;0.18126526;4.007962
38;3.9830101490020753;1e-07;0.065730795;0.19321704;3.7240624
39;5.2039463996887205;1e-07;0.0878564;0.23473425;4.8813553
40;4.525274705886841;1e-08;0.07099281;0.20068136;4.2536
41;4.079111862182617;1e-08;0.06770917;0.18987343;3.8215294
42;3.971232461929321;1e-09;0.074787185;0.19844615;3.6979992
0;441.8997772216797;1e-04;49.23292;111.100525;281.56635
1;351.3348388671875;1e-04;40.01145;90.36696;220.95642
2;305.6755676269531;1e-04;37.68782;79.47627;188.51149
3;62.330633544921874;1e-04;8.840812;15.291384;38.198444
4;60.350150680541994;1e-04;8.075672;14.357229;37.91725
5;47.515515899658205;1e-04;5.7038965;10.657381;31.154236
6;34.830057334899905;1e-04;3.7746117;7.021904;24.033543
7;27.809114265441895;1e-04;2.9164073;5.559212;19.333494
0;412.20363159179686;1e-04;49.512703;115.21913;247.4718
1;368.68760986328124;1e-04;46.539413;106.709496;215.43869
2;272.98257598876955;1e-04;34.953823;78.339516;159.68925
3;59.388801193237306;1e-04;9.677013;22.771946;26.939844
4;48.569139862060545;1e-04;7.285047;19.15224;22.131855
5;36.877371597290036;1e-04;4.573722;14.397038;17.906612
6;28.521222496032713;1e-04;3.1590087;10.756636;14.605576
7;22.538521575927735;1e-04;2.3350923;8.141296;12.062132
8;17.529867744445802;1e-04;1.951486;5.9696517;9.608729
9;15.37981481552124;1e-04;1.8582513;5.393754;8.12781
10;13.773383712768554;1e-04;1.8028002;5.0302634;6.94032
11;12.875016784667968;1e-04;1.7703121;4.8073173;6.297387
12;11.911872100830077;1e-04;1.7670155;4.741599;5.403258
0;14.841468811035156;1e-04;5.655374;4.58391;4.6021852
1;14.420393562316894;1e-04;5.5784025;4.4720755;4.3699155
2;11.714100003242493;1e-04;3.9206886;3.9917443;3.801667
3;nan;1e-04;nan;nan;nan
4;nan;1e-04;nan;nan;nan
5;nan;1e-05;nan;nan;nan
0;nan;1e-04;nan;nan;nan
0;616.4450744628906;1e-04;69.31596;156.48477;390.64435
1;514.7576507568359;1e-04;56.77461;125.63912;332.34393
2;395.3194152832031;1e-04;41.29042;91.26632;262.76266
3;49.17654304504394;1e-04;9.500842;18.062313;21.613386
4;nan;1e-04;nan;nan;nan
5;nan;1e-04;nan;nan;nan
6;nan;1e-05;nan;nan;nan
7;nan;1e-05;nan;nan;nan
8;nan;1e-06;nan;nan;nan
9;nan;1e-06;nan;nan;nan
10;nan;1e-07;nan;nan;nan
0;38.286359024047854;1e-04;6.977318;13.972043;17.336998
1;34.63531341552734;1e-04;5.9352727;12.7217655;15.978276
2;23.777470588684082;1e-04;3.5959644;8.642437;11.539068
3;18.330823516845705;1e-04;2.3881185;6.5858474;9.356857
4;13.847572326660156;1e-04;1.491029;4.873328;7.4832144
5;12.307608795166015;1e-04;1.21329;4.1740217;6.920297
6;8.035215520858765;1e-04;0.59821534;2.8445575;4.5924425
7;7.564821100234985;1e-04;0.52829975;2.7128882;4.323633
8;5.739221382141113;1e-04;0.307136;1.945235;3.4868503
9;5.2000226974487305;1e-04;0.2567002;1.8563645;3.0869582
10;5.0902299880981445;1e-04;0.23332568;1.7933929;3.0635114
11;4.397747278213501;1e-04;0.1849159;1.6857731;2.5270581
12;4.65640082359314;1e-04;0.15502748;1.6259006;2.8754725
13;4.182774496078491;1e-04;0.14950411;1.616526;2.4167447
14;3.7614991426467896;1e-04;0.12338821;1.5730175;2.0650933
15;3.6956139087677;1e-04;0.107378945;1.5466331;2.041602
16;3.437080192565918;1e-04;0.10222882;1.5390906;1.7957605
17;3.216048789024353;1e-04;0.08977152;1.5193219;1.6069555
18;3.453598213195801;1e-04;0.074477464;1.4970925;1.8820282
19;3.128475475311279;1e-04;0.0766775;1.4923127;1.5594852
20;2.998376250267029;1e-04;0.06744039;1.4880073;1.4429284
21;2.859064507484436;1e-04;0.058961876;1.4760206;1.3240819
22;2.8195779085159303;1e-04;0.053887;1.4699862;1.2957046
23;2.861645531654358;1e-04;0.05856186;1.4811581;1.3219254
24;2.8498868703842164;1e-04;0.04866018;1.4666431;1.3345835
25;2.4894413709640504;1e-05;0.048439138;1.4649746;0.97602767
26;2.6865286827087402;1e-05;0.052920245;1.4707224;1.162886
27;2.615830636024475;1e-05;0.048509486;1.4664487;1.1008723
28;2.627604293823242;1e-06;0.045402445;1.461199;1.1210026
29;2.5708292722702026;1e-06;0.046591714;1.4636271;1.0606105
30;2.6768672943115233;1e-07;0.05035419;1.4704227;1.1560904
31;2.6353947639465334;1e-07;0.042026397;1.4556644;1.1377038
32;2.5795105695724487;1e-08;0.04379793;1.4614432;1.0742695
0;549.3282958984375;1e-04;59.399834;144.5397;345.38873
1;468.31968078613284;1e-04;50.648476;121.959335;295.71185
2;383.5626495361328;1e-04;40.285793;96.78999;246.48686
3;71.71093139648437;1e-04;11.091216;21.006413;39.613304
4;55.10127143859863;1e-04;7.815243;16.231495;31.054531
5;40.320540237426755;1e-04;4.820443;11.641259;23.858837
6;31.43395652770996;1e-04;3.452903;8.432243;19.54881
7;23.434936332702637;1e-04;2.850508;6.035405;14.549024
8;20.3100378036499;1e-04;2.7652583;5.4018044;12.142974
9;18.48876667022705;1e-04;2.7494202;5.029771;10.709575
10;15.650252532958984;1e-04;2.699803;4.4989433;8.451506
11;15.037674140930175;1e-04;2.8214488;4.376769;7.839457
12;13.834791374206542;1e-04;2.6778986;4.142664;7.014229
13;13.227837657928466;1e-04;2.6685271;4.0827584;6.4765525
14;12.701853275299072;1e-04;2.6609056;4.061551;5.9793963
15;12.160409545898437;1e-04;2.660783;4.0611963;5.43843
16;11.978219699859618;1e-04;2.6580977;4.049433;5.270689
17;12.167829227447509;1e-04;2.7478304;4.1066046;5.313394
18;11.195172786712646;1e-04;2.6597376;3.7104893;4.824946
19;10.956084251403809;1e-04;2.6573117;3.2587311;5.040042
20;10.412332439422608;1e-04;2.6587367;2.972843;4.7807527
21;10.211205673217773;1e-04;2.6520188;2.7662916;4.7928953
22;9.838912963867188;1e-04;2.6536071;2.6937845;4.491521
23;9.93640308380127;1e-04;2.6512554;2.6705923;4.614555
24;9.884946823120117;1e-04;2.651132;2.6672404;4.566574
25;9.972907161712646;1e-05;2.6496494;2.6618314;4.6614256
26;9.66856050491333;1e-05;2.6497824;2.6632116;4.355567
27;10.133709239959718;1e-05;2.6501422;2.662472;4.8210945
28;9.787696933746338;1e-05;2.6491637;2.6598551;4.478678
29;9.713719749450684;1e-06;2.6492577;2.6603475;4.4041147
30;9.628886508941651;1e-06;2.6488106;2.6588387;4.3212366
31;9.615010738372803;1e-06;2.6487193;2.6586032;4.307688
32;10.308137893676758;1e-06;2.766073;2.8055787;4.736486
33;9.66518039703369;1e-06;2.6492682;2.660088;4.3558245
34;9.77510051727295;1e-07;2.6483195;2.657765;4.469016
35;9.77966537475586;1e-07;2.6495478;2.661683;4.4684343
36;10.188732242584228;1e-08;2.746389;2.7986784;4.6436644
37;9.74078893661499;1e-08;2.6495113;2.6608338;4.430444
38;9.707794570922852;1e-09;2.6485457;2.6586833;4.4005656
0;9.622124195098877;1e-04;2.6490097;2.6593013;4.313813
1;9.668702363967896;1e-04;2.6516623;2.6636486;4.353391
2;9.80848240852356;1e-04;2.6485922;2.6575294;4.502361
3;9.64522647857666;1e-05;2.648709;2.657149;4.3393683
4;9.719416379928589;1e-05;2.648627;2.656633;4.4141564
5;9.819640636444092;1e-06;2.648061;2.6549952;4.516584
6;9.61300253868103;1e-06;2.6478693;2.6546855;4.310447
7;9.555411100387573;1e-07;2.6490583;2.6571882;4.2491646
8;9.757490158081055;1e-07;2.6483617;2.6558018;4.453326
9;9.645493745803833;1e-07;2.6488032;2.6561127;4.3405776
10;9.625291585922241;1e-08;2.6485386;2.656997;4.3197556
11;9.651420831680298;1e-08;2.6494946;2.65789;4.344036
12;9.759426355361938;1e-09;2.653529;2.6622243;4.443673
13;9.979779958724976;1e-09;2.6532662;2.6629405;4.6635737
14;9.737918138504028;9.9999994e-11;2.6487212;2.656458;4.4327383
0;9.67877140045166;1e-04;2.6483722;2.6547947;4.3756046
1;9.56590576171875;1e-04;2.6475565;2.651588;4.266762
2;9.790725898742675;1e-04;2.6476173;2.6502738;4.492834
3;9.788612222671508;1e-04;2.6471086;2.6494308;4.492073
4;9.529827976226807;1e-05;2.6466782;2.648529;4.23462
5;9.427514553070068;1e-05;2.6470056;2.649257;4.1312523
6;9.423711824417115;1e-05;2.6471114;2.6492584;4.127342
7;9.191131067276;1e-05;2.6467657;2.6485672;3.8957982
8;9.277963304519654;1e-05;2.6467302;2.648467;3.9827664
9;9.153776121139526;1e-05;2.6469455;2.649167;3.8576634
10;8.995765590667725;1e-05;2.6464906;2.6481166;3.701159
11;9.094376850128175;1e-05;2.6468835;2.6487114;3.7987816
12;8.881770277023316;1e-05;2.6468468;2.6486206;3.586303
13;9.029740715026856;1e-05;2.646605;2.6482527;3.734883
14;8.897197580337524;1e-05;2.646746;2.6484013;3.60205
15;8.936364078521729;1e-06;2.646627;2.6480985;3.641639
16;8.92250452041626;1e-06;2.6467116;2.6482131;3.6275802
0;11.744250774383545;1e-04;2.6734092;2.6852665;6.3855753
1;11.338868284225464;1e-04;2.6468642;2.6485698;6.043435
0;477.93659057617185;1e-04;55.727184;115.27071;306.93872
1;321.72536849975586;1e-04;40.445713;81.54222;199.73741
2;211.3566467285156;1e-04;31.57008;58.837788;120.94878
3;43.308587837219235;1e-04;5.3960333;10.979398;26.933157
4;25.64306182861328;1e-04;2.518284;5.0513988;18.073378
5;17.01285676956177;1e-04;1.9700012;2.4852064;12.55765
6;12.750982093811036;1e-04;1.9205267;1.8347368;8.995718
7;9.5916579246521;1e-04;1.8277076;1.6023753;6.1615753
8;7.768907737731934;1e-04;1.7820551;0.92739594;5.059457
9;7.0200512409210205;1e-04;1.744553;0.37048903;4.9050097
10;6.67306797504425;1e-04;1.7404892;0.20618299;4.7263956
11;6.295031142234802;1e-04;1.7397296;0.1458973;4.409404
12;6.318214082717896;1e-04;1.7377679;0.11550139;4.4649444
13;5.8868834495544435;1e-04;1.736666;0.08717593;4.0630417
14;5.953487229347229;1e-04;1.7350162;0.060307823;4.1581635
15;5.974715733528138;1e-04;1.7346852;0.04796738;4.1920633
16;5.89255690574646;1e-05;1.7697165;0.03897031;4.08387
17;5.708291006088257;1e-05;1.7338177;0.03717076;3.9373028
18;5.646446108818054;1e-05;1.7342856;0.038756113;3.8734047
19;5.6690795660018924;1e-05;1.7338789;0.035489194;3.8997116
20;5.83100380897522;1e-05;1.7340444;0.036213882;4.0607452
21;5.659359860420227;1e-06;1.733902;0.035142515;3.8903148
22;5.81708517074585;1e-06;1.7343454;0.037517615;4.0452223
0;192.15634056029282;1e-04;28.716377;60.13933;103.30066
1;36.65731609933744;1e-04;6.1143923;12.118326;18.424599
2;23.08233494487235;1e-04;4.3215976;7.8667893;10.893949
3;5.5946019048976705;1e-04;0.9723583;1.9873104;2.6349342
4;4.610926474073554;1e-04;0.566974;1.1458873;2.8980649
5;3.548842694458923;1e-04;0.5528977;1.1035306;1.8924145
6;3.552005911669959;1e-04;0.5318683;1.5463289;1.4738091
7;3.3745912700376617;1e-04;0.4537859;1.507269;1.4135363
8;3.5381234273299333;1e-04;0.4969615;1.3360052;1.7051568
9;3.17653655147604;1e-04;0.5908859;1.41524;1.1704106
10;3.4965090851500116;1e-04;0.6775259;1.7406554;1.078328
11;3.227278749444768;1e-04;0.5868554;1.443799;1.1966246
12;3.348587356406033;1e-05;0.51617664;1.5939304;1.23848
13;3.3298454739312393;1e-05;0.55364084;1.8415519;0.9346535
14;2.8831094269488364;1e-06;0.60094744;1.3736966;0.90846586
15;3.053324851737456;1e-06;0.49130177;1.548012;1.0140107
16;3.2909357212791486;1e-06;0.6021899;1.8663458;0.82240003
17;2.9758990595975656;1e-07;0.73910576;1.1855435;1.0512496
18;3.2298956196215687;1e-07;0.4754624;1.7219213;1.0325117
19;3.1719866470065594;1e-08;0.34018192;1.6825873;1.1492178
20;2.6902558119925937;1e-08;0.414987;1.3766155;0.8986529
21;3.7998691455728935;1e-08;0.56531817;1.9541867;1.2803645
22;2.6114351665468627;1e-08;0.4249508;1.2417866;0.9446982
23;3.387623929023947;1e-08;0.563319;1.6878942;1.136411
24;3.230362247973794;1e-08;0.47147888;1.8186134;0.9402699
25;3.1699192022812;1e-09;0.7505673;1.4877161;0.93163574
26;3.1094605037616;1e-09;0.51303685;1.7075686;0.8888554
27;2.972987185503977;9.9999994e-11;0.3845627;1.6618264;0.92659825
28;3.298180204823261;9.9999994e-11;0.95578444;1.6619706;0.6804247
29;3.0509810915923814;9.999999e-12;0.37754032;1.5148488;1.158592
0;4.872322922848843;1e-04;1.7423102;2.1334345;0.99656326
1;4.713927778692041;1e-04;1.7330357;2.1590972;0.8217863
2;nan;1e-04;nan;nan;nan
3;nan;1e-04;nan;nan;nan
4;nan;1e-05;nan;nan;nan
0;nan;1e-04;nan;nan;nan
0;3.7751785742289568;1e-04;0.1625401;0.76367533;2.8489633
0;4.08224412585341;1e-04;1.3664715;1.6812943;1.0344777
1;4.7242683803944345;1e-04;1.9616672;1.7381395;1.0244613
2;4.097911635333379;1e-04;1.5219004;1.7901837;0.78582674
3;3.7153874485389746;1e-05;1.5759991;1.2419274;0.8974601
4;3.90813963014767;1e-05;2.2228785;1.070763;0.6144975
5;3.7113665612607774;1e-05;1.3525658;1.893424;0.46537516
6;3.9208814274712904;1e-06;1.8379447;1.7284397;0.354496
7;3.8519898859947532;1e-06;1.3508657;1.8339463;0.6671768
0;3.9531424104344413;1e-04;1.5710921;1.8352494;0.5468001
1;4.016240026040744;1e-04;1.6829238;1.6772494;0.65606534
2;4.337838453566961;1e-04;2.2322345;1.4858843;0.61971873
3;4.396468661946929;1e-05;2.000714;1.4580808;0.93767345
4;4.432203667443666;1e-05;2.3226857;1.5663961;0.54312074
0;12.339315380423145;1e-05;4.224442;6.1619215;1.9529501
1;10.60916106629724;1e-05;4.384084;4.8641467;1.360929
2;11.391617337888817;1e-05;4.6997194;5.0165977;1.6752981
3;12.221338005881274;1e-05;5.1901784;6.0513997;0.9797574
4;12.845271765848262;1e-06;5.675712;5.5207105;1.648846
5;12.324840431159705;1e-06;4.869208;5.500614;1.9550164
6;11.371065093583788;1e-07;5.1892376;4.824141;1.3576849
0;775.6070446711715;1e-04;111.70293;222.11456;441.7894
1;139.5885538901052;1e-04;22.788115;34.831017;81.96943
2;81.00080723916331;1e-04;13.594581;22.110018;45.296207
3;17.407300159495364;1e-04;4.9900846;3.90539;8.511827
4;10.430197074849119;1e-04;3.2899263;2.8993642;4.240907
5;8.852614513007543;1e-04;3.307341;2.1520965;3.3931766
6;8.455270890266664;1e-04;3.5497928;2.2233992;2.6820788
7;7.237140586299281;1e-04;2.967066;1.9481595;2.321915
8;6.953306426284134;1e-04;2.2913275;2.2528846;2.409094
9;6.196552792544006;1e-04;2.3961442;1.5680449;2.2323637
10;6.790284136931102;1e-04;1.6783949;2.602553;2.5093365
11;6.279603640238444;1e-04;2.3525589;1.60035;2.3266945
12;3.938994712086134;1e-05;1.1960782;1.0609329;1.6819841
13;4.328554941761878;1e-05;1.38669;1.5090567;1.4328083
14;4.2470080961463275;1e-05;1.2531371;1.0735472;1.920323
0;5.804857529619689;1e-04;1.5852625;2.152988;2.0666077
1;5.507732199084375;1e-04;1.5225416;1.7494324;2.2357583
2;6.096548563450255;1e-04;1.8416207;1.9656074;2.2893205
3;5.1699979449472115;1e-04;1.6818001;1.9993281;1.4888691
4;5.381002641493274;1e-04;1.82127;1.6904609;1.8692715
5;5.754681443014452;1e-04;2.0107799;1.6017774;2.1421237
6;5.028322308214121;1e-05;1.5613381;1.113588;2.3533964
7;3.946056601180825;1e-05;1.3791476;1.1006495;1.466259
0;201.4548102532838;1e-04;30.82992;51.396645;119.228264
1;38.66858622665333;1e-04;10.745623;10.221273;17.701689
2;33.4250654539373;1e-04;10.041564;8.60485;14.778638
3;11.18975805756326;1e-04;7.276846;2.3374584;1.5754436
4;8.68189381097277;1e-04;5.240407;2.1558685;1.2855984
5;7.5352859942583565;1e-04;4.2931266;1.9261643;1.3159844
6;7.201631508044604;1e-04;4.054063;1.9371178;1.210441
7;7.164719491077432;1e-04;4.0573545;1.7716327;1.3357282
8;nan;1e-04;nan;nan;nan
0;7.0247593183766;1e-04;3.8085;1.904251;1.3120017
1;nan;1e-04;nan;nan;nan
2;nan;1e-04;nan;nan;nan
3;nan;1e-05;nan;nan;nan
4;nan;1e-05;nan;nan;nan
5;nan;1e-06;nan;nan;nan
0;nan;1e-04;nan;nan;nan
0;nan;1e-04;nan;nan;nan
1;nan;1e-04;nan;nan;nan
2;nan;1e-05;nan;nan;nan
3;nan;1e-05;nan;nan;nan
4;nan;1e-06;nan;nan;nan
5;nan;1e-06;nan;nan;nan
0;nan;1e-04;nan;nan;nan
0;71.41522737580499;1e-04;12.04167;21.024052;38.3495
1;23.47412076054934;1e-04;4.962348;7.8618298;10.649942
2;20.323142827964258;1e-04;5.11629;6.050609;9.156248
3;6.838560783463452;1e-04;2.4771755;2.021206;2.34018
4;4.853821600814549;1e-04;2.2258408;1.1311271;1.4968532
5;4.47113043368365;1e-04;2.0937734;1.037668;1.3396829
6;3.9405305476421266;1e-04;1.948073;0.8524233;1.1400282
7;3.8688165329657767;1e-04;1.9440718;0.8059528;1.1187869
8;3.8950996708228662;1e-04;2.145829;0.69781756;1.0514491
9;3.9124765264057775;1e-04;2.291099;0.67788374;0.9434894
10;3.5485050018604167;1e-05;2.2736485;0.5173437;0.7575108
0;3.3147223429965087;1e-06;2.1214933;0.4982792;0.6949476
1;3.1929292587829896;1e-06;1.9627869;0.48754665;0.74259394
2;3.2387568242905442;1e-06;2.0628893;0.48815036;0.6877156
0;3.1127387027784166;1e-06;1.9657929;0.48447478;0.66246945
1;2.9563810743902517;1e-06;1.8383582;0.38820666;0.72981375
2;3.146195428934779;1e-06;2.0914187;0.4081923;0.6465818
3;3.1672980207347647;1e-06;2.1035035;0.39973038;0.664062
4;3.3556111163537428;1e-07;2.2146547;0.4027779;0.73817664
5;3.0720674904059884;1e-07;2.022239;0.41478968;0.6350363
6;3.1075919084349857;1e-08;2.073299;0.40503561;0.6292563
7;3.2073597817502653;1e-08;2.1558006;0.3916761;0.6598806
8;3.0828377854048696;1e-09;2.0983112;0.37900814;0.6055165
0;21.297071426893016;1e-06;20.209076;0.4324868;0.6555111
1;23.547439591494907;1e-06;22.488956;0.4259816;0.63249767
2;20.39559115598048;1e-06;19.35189;0.40005168;0.6436467
3;19.250470522810602;1e-06;18.2019;0.38228047;0.66629195
4;22.77527188235102;1e-06;21.716421;0.34683174;0.71201915
5;20.928579032629795;1e-06;19.934113;0.37851518;0.61594844
6;19.898458724484744;1e-07;18.781145;0.3672982;0.7500173
7;24.139677632878595;1e-07;23.231625;0.3310088;0.5770435
8;22.914419569277054;1e-08;21.906172;0.37504035;0.6331967
9;23.93097131047869;1e-08;22.941711;0.3410389;0.6482172
10;23.115021303482685;1e-09;22.170515;0.3544449;0.5900682
0;649.6279314582191;1e-06;101.34095;159.69019;388.5975
1;159.55442636539055;1e-06;16.111301;34.75322;108.68975
2;80.97463219076992;1e-06;9.744609;19.230303;51.99975
3;19.587576427227447;1e-06;4.106707;5.588449;9.8924265
4;13.103221814406977;1e-06;2.4739678;3.9023147;6.726934
5;10.696654808384642;1e-06;1.9707141;3.3924851;5.333455
6;9.553183975397346;1e-06;1.8033164;3.1954212;4.5544496
7;8.73085804518451;1e-06;1.7188214;3.0173101;3.994729
8;8.098007138615692;1e-06;1.6274781;2.879486;3.591048
0;7.831599376775474;1e-06;1.6467862;2.8502402;3.334573
1;7.492149000352296;1e-06;1.5333283;2.8065913;3.1522365
2;7.288320344806059;1e-06;1.5182084;2.7374716;3.0326452
3;7.123328800016966;1e-06;1.4973421;2.7002068;2.9257736
4;6.931678724664672;1e-06;1.4999206;2.6893997;2.7423644
0;10.89715068319807;1e-06;2.6339328;4.824876;3.438349
1;10.470171720045686;1e-06;2.6178064;4.8005;3.0518625
2;10.262077813503735;1e-06;2.5999162;4.7729616;2.8891966
3;9.11814946721823;1e-06;2.6025248;4.6939077;1.821726
0;8.818747482190501;1e-06;2.6003835;4.5486584;1.6697001
1;8.734464954851692;1e-06;2.5921257;4.5407133;1.6016186
2;8.642195709967682;1e-06;2.5794647;4.531448;1.5312806
3;8.615890753132566;1e-06;2.5831923;4.5186505;1.514055
0;8.525077898727789;1e-07;2.5671246;4.5146112;1.4433467
1;8.54723299950105;1e-07;2.5581565;4.5043263;1.4847568
2;8.544343405944911;1e-07;2.5540752;4.503256;1.4870105
3;8.571655627820416;1e-08;2.5499713;4.502359;1.5193312
